QueryID Q0 DocID Rank Score Doc2Vec
0 Q0 21257564 1 0.8083 Doc2Vec
0 Q0 28138927 2 0.7937 Doc2Vec
0 Q0 26071782 3 0.7419 Doc2Vec
0 Q0 18953920 4 0.7406 Doc2Vec
0 Q0 11335860 5 0.6948 Doc2Vec
0 Q0 4435369 6 0.6892 Doc2Vec
0 Q0 23244529 7 0.6599 Doc2Vec
0 Q0 45638119 8 0.6542 Doc2Vec
0 Q0 825728 9 0.6494 Doc2Vec
0 Q0 36480032 10 0.6360 Doc2Vec
0 Q0 7581911 11 0.6185 Doc2Vec
0 Q0 26731863 12 0.6051 Doc2Vec
0 Q0 3845894 13 0.5682 Doc2Vec
0 Q0 20155713 14 0.5500 Doc2Vec
0 Q0 21456232 15 0.5243 Doc2Vec
0 Q0 42240424 16 0.5240 Doc2Vec
0 Q0 8246922 17 0.5237 Doc2Vec
0 Q0 10627801 18 0.5138 Doc2Vec
0 Q0 1855679 19 0.5138 Doc2Vec
0 Q0 20054396 20 0.5114 Doc2Vec
0 Q0 37949139 21 0.4826 Doc2Vec
0 Q0 34753204 22 0.4780 Doc2Vec
0 Q0 27077180 23 0.4671 Doc2Vec
0 Q0 5500086 24 0.4580 Doc2Vec
0 Q0 11886686 25 0.4459 Doc2Vec
0 Q0 29098525 26 0.4457 Doc2Vec
0 Q0 13231899 27 0.4421 Doc2Vec
0 Q0 16541762 28 0.4372 Doc2Vec
0 Q0 1203035 29 0.4259 Doc2Vec
0 Q0 28249680 30 0.4204 Doc2Vec
0 Q0 43385013 31 0.4171 Doc2Vec
0 Q0 24384587 32 0.4166 Doc2Vec
0 Q0 2566674 33 0.4104 Doc2Vec
0 Q0 22522432 34 0.4016 Doc2Vec
0 Q0 9159125 35 0.4015 Doc2Vec
0 Q0 36233757 36 0.4010 Doc2Vec
0 Q0 19651306 37 0.3880 Doc2Vec
0 Q0 8002887 38 0.3863 Doc2Vec
0 Q0 6948886 39 0.3861 Doc2Vec
0 Q0 35008773 40 0.3839 Doc2Vec
0 Q0 26030079 41 0.3662 Doc2Vec
0 Q0 10279084 42 0.3641 Doc2Vec
0 Q0 1469751 43 0.3627 Doc2Vec
0 Q0 35760786 44 0.3608 Doc2Vec
0 Q0 16287725 45 0.3534 Doc2Vec
0 Q0 42421723 46 0.3466 Doc2Vec
0 Q0 8185080 47 0.3449 Doc2Vec
0 Q0 16355392 48 0.3445 Doc2Vec
0 Q0 680949 49 0.3443 Doc2Vec
0 Q0 13923069 50 0.3397 Doc2Vec
0 Q0 23052989 51 0.3332 Doc2Vec
0 Q0 5372773 52 0.3311 Doc2Vec
0 Q0 6227220 53 0.3276 Doc2Vec
0 Q0 8891333 54 0.3270 Doc2Vec
0 Q0 854417 55 0.3249 Doc2Vec
0 Q0 11390393 56 0.3224 Doc2Vec
0 Q0 25657127 57 0.3180 Doc2Vec
0 Q0 14827874 58 0.3062 Doc2Vec
0 Q0 28193026 59 0.3058 Doc2Vec
0 Q0 9169645 60 0.2958 Doc2Vec
0 Q0 1285713 61 0.2876 Doc2Vec
0 Q0 40584205 62 0.2844 Doc2Vec
0 Q0 14103509 63 0.2837 Doc2Vec
0 Q0 10786948 64 0.2835 Doc2Vec
0 Q0 10906636 65 0.2832 Doc2Vec
0 Q0 34935825 66 0.2694 Doc2Vec
0 Q0 21439640 67 0.2685 Doc2Vec
0 Q0 12801438 68 0.2681 Doc2Vec
0 Q0 3847200 69 0.2632 Doc2Vec
0 Q0 40667577 70 0.2608 Doc2Vec
0 Q0 7548577 71 0.2567 Doc2Vec
0 Q0 15593561 72 0.2554 Doc2Vec
0 Q0 45364685 73 0.2543 Doc2Vec
0 Q0 11557602 74 0.2534 Doc2Vec
0 Q0 28436879 75 0.2515 Doc2Vec
0 Q0 8417211 76 0.2509 Doc2Vec
0 Q0 29334259 77 0.2485 Doc2Vec
0 Q0 12824568 78 0.2477 Doc2Vec
0 Q0 515489 79 0.2461 Doc2Vec
0 Q0 994800 80 0.2412 Doc2Vec
0 Q0 3203590 81 0.2393 Doc2Vec
0 Q0 3566945 82 0.2362 Doc2Vec
0 Q0 1944452 83 0.2231 Doc2Vec
0 Q0 42731834 84 0.2172 Doc2Vec
0 Q0 4702639 85 0.2085 Doc2Vec
0 Q0 121581019 86 0.2069 Doc2Vec
0 Q0 34386619 87 0.2036 Doc2Vec
0 Q0 39174007 88 0.1996 Doc2Vec
0 Q0 9460704 89 0.1945 Doc2Vec
0 Q0 31882215 90 0.1879 Doc2Vec
0 Q0 12156187 91 0.1848 Doc2Vec
0 Q0 26025820 92 0.1812 Doc2Vec
0 Q0 24323369 93 0.1716 Doc2Vec
0 Q0 22534357 94 0.1653 Doc2Vec
0 Q0 32001951 95 0.1268 Doc2Vec
0 Q0 26886351 96 0.1191 Doc2Vec
0 Q0 16532419 97 0.1055 Doc2Vec
0 Q0 16929739 98 0.0714 Doc2Vec
0 Q0 27396415 99 0.0261 Doc2Vec
0 Q0 27247460 100 0.0234 Doc2Vec
2 Q0 13734012 1 0.8354 Doc2Vec
2 Q0 18617259 2 0.7134 Doc2Vec
2 Q0 1292369 3 0.5744 Doc2Vec
2 Q0 695938 4 0.5537 Doc2Vec
2 Q0 30655442 5 0.5456 Doc2Vec
2 Q0 13916484 6 0.5393 Doc2Vec
2 Q0 17333231 7 0.5120 Doc2Vec
2 Q0 42240424 8 0.5016 Doc2Vec
2 Q0 53302393 9 0.4808 Doc2Vec
2 Q0 19140422 10 0.4512 Doc2Vec
2 Q0 32481310 11 0.4481 Doc2Vec
2 Q0 12438901 12 0.4315 Doc2Vec
2 Q0 20422174 13 0.4305 Doc2Vec
2 Q0 15648443 14 0.4301 Doc2Vec
2 Q0 23124332 15 0.4190 Doc2Vec
2 Q0 7020505 16 0.4101 Doc2Vec
2 Q0 76415938 17 0.4088 Doc2Vec
2 Q0 13883546 18 0.3921 Doc2Vec
2 Q0 7264949 19 0.3835 Doc2Vec
2 Q0 20375264 20 0.3770 Doc2Vec
2 Q0 23126677 21 0.3764 Doc2Vec
2 Q0 4828631 22 0.3630 Doc2Vec
2 Q0 103007 23 0.3573 Doc2Vec
2 Q0 34498093 24 0.3539 Doc2Vec
2 Q0 12383365 25 0.3524 Doc2Vec
2 Q0 30226988 26 0.3507 Doc2Vec
2 Q0 36202354 27 0.3312 Doc2Vec
2 Q0 11880289 28 0.3274 Doc2Vec
2 Q0 3572885 29 0.3251 Doc2Vec
2 Q0 25786167 30 0.3200 Doc2Vec
2 Q0 4810810 31 0.3123 Doc2Vec
2 Q0 38882175 32 0.3058 Doc2Vec
2 Q0 841371 33 0.3044 Doc2Vec
2 Q0 27873158 34 0.3030 Doc2Vec
2 Q0 21616324 35 0.3015 Doc2Vec
2 Q0 21855837 36 0.3007 Doc2Vec
2 Q0 11868606 37 0.3007 Doc2Vec
2 Q0 5433667 38 0.2989 Doc2Vec
2 Q0 11271123 39 0.2980 Doc2Vec
2 Q0 29947146 40 0.2934 Doc2Vec
2 Q0 195680777 41 0.2899 Doc2Vec
2 Q0 739734 42 0.2886 Doc2Vec
2 Q0 37438296 43 0.2882 Doc2Vec
2 Q0 4928057 44 0.2870 Doc2Vec
2 Q0 11718220 45 0.2839 Doc2Vec
2 Q0 3230361 46 0.2838 Doc2Vec
2 Q0 16098747 47 0.2820 Doc2Vec
2 Q0 40987633 48 0.2816 Doc2Vec
2 Q0 80522346 49 0.2803 Doc2Vec
2 Q0 18340282 50 0.2793 Doc2Vec
2 Q0 27240667 51 0.2759 Doc2Vec
2 Q0 15617300 52 0.2719 Doc2Vec
2 Q0 20288322 53 0.2632 Doc2Vec
2 Q0 849771 54 0.2624 Doc2Vec
2 Q0 24825841 55 0.2622 Doc2Vec
2 Q0 7114092 56 0.2602 Doc2Vec
2 Q0 15476777 57 0.2563 Doc2Vec
2 Q0 18199839 58 0.2546 Doc2Vec
2 Q0 40343416 59 0.2446 Doc2Vec
2 Q0 8509018 60 0.2353 Doc2Vec
2 Q0 17209919 61 0.2314 Doc2Vec
2 Q0 4452318 62 0.2302 Doc2Vec
2 Q0 12442311 63 0.2283 Doc2Vec
2 Q0 21271817 64 0.2227 Doc2Vec
2 Q0 28592273 65 0.2207 Doc2Vec
2 Q0 40323454 66 0.2094 Doc2Vec
2 Q0 2236768 67 0.2039 Doc2Vec
2 Q0 29224825 68 0.1957 Doc2Vec
2 Q0 8868863 69 0.1927 Doc2Vec
2 Q0 8496132 70 0.1914 Doc2Vec
2 Q0 39300105 71 0.1904 Doc2Vec
2 Q0 175735 72 0.1891 Doc2Vec
2 Q0 32922179 73 0.1872 Doc2Vec
2 Q0 41650417 74 0.1863 Doc2Vec
2 Q0 9433958 75 0.1818 Doc2Vec
2 Q0 1701063 76 0.1817 Doc2Vec
2 Q0 22178316 77 0.1792 Doc2Vec
2 Q0 15347087 78 0.1780 Doc2Vec
2 Q0 11992632 79 0.1777 Doc2Vec
2 Q0 3981729 80 0.1770 Doc2Vec
2 Q0 3770726 81 0.1759 Doc2Vec
2 Q0 2701077 82 0.1747 Doc2Vec
2 Q0 30292811 83 0.1700 Doc2Vec
2 Q0 1791637 84 0.1683 Doc2Vec
